,title,links,song_lyric
82,inside out,http://www.lyrics.com/lyric/31799413/Madonna/Inside+Out,"Hold me closer, full disclosure
Let it out, let me in
On your knees, confess to me
Every doubt, every sin
That's how love's supposed to be

I wanna know what you're all about
You're beautiful when you're broken down
Let your walls crumble to the ground
Let me love you from the inside out

Every scar that you try to hide
All the dark corners of your mind
Show me yours, and I'll show you mine
Let me love you from the inside out

Let's discover one another
Kiss me here, touch me there, yeah
Purest form of ecstasy
Truth or dare, don't be scared, yeah
Let me solve your mystery

I wanna know what you're all about
You're beautiful when you're broken down
Let your walls crumble to the ground
Let me love you from the inside out

Every scar that you try to hide
All the dark corners of your mind
Show me yours, and I'll show you mine
Let me love you from the inside out

Let's cross the line
So far we won't come back
Can't read your mind
I shouldn't have to ask

Cynical smile
Time to take off your mask
I'm on your side
So let me love you
Let me love you
(Let me love you from the inside out)

I wanna know what you're all about
You're beautiful when you're broken down
Let your walls crumble to the ground
Let me love you from the inside out

Every scar that you try to hide
All the dark corners of your mind
Show me yours, and I'll show you mine
Let me love you from the inside out"
83,wash all over me,http://www.lyrics.com/lyric/31799412/Madonna/Wash+All+Over+Me,"In a world that's changing
I'm a stranger in a strange land
There's a contradiction
And I'm stuck here in between
Life is like a desert
An oasis to confuse me
So I walk this crazy ex where has stand where I fall

I don't lie, not trying to pretend that nothing is what it seems
Jump between the impulses, 
Stay or running away from all this madness

Who am I
To decide what should be done
If this is the end then let it come
Let it come
Let it rain
Rain all over me
Like a tide, let it flow
Let it wash all over me
Over me
Let it wash all over me
Over me
Let it wash all over me

All of my illusions
Could be shattered in a second
You can fled a needle with the cheer of from my eyes
It should injustice to be with this, two of things I see
Looking for the answer when it's right in front of me

From the Tower of Babylon where nothing is what it seems
Gonna watch the sun going down
I'm not gonna run from all this sadness

Who am I
To decide what should be done
If this is the end then let it come
Let it come
Let it rain
Rain all over me
Like a tide, let it flow
Let it wash all over me
Over me
Let it wash all over me
Over me
Let it wash all over me"
84,best night,http://www.lyrics.com/lyric/31799411/Madonna/Best+Night,"You can call me M tonight
You can be my man tonight
It's gonna be like this, that's right
Give you love that you'll never forget

The city is our playground tonight
We're gonna be like gangsters tonight
We don't give a damn if it's wrong or right
Lighten up, we won't have no regrets

I'll make this the best night of your life
I'll make this the best night of your life
I'll make this the best night of your life
I'll make this the best night of your life

Lose your self-control, we can go wild
Show you what it means to feel alive
I'll make this the best night of your life
I'll make this the best night of your life

We don't have to speak that much
I hear you when I feel your touch
Whisper in my ears, make me blush
Feel the chill as we kiss, don't forget

All you had as dreams, don't hold back
All the fantasies you ever had
Just do what you like, go ahead
Close your eyes, make a wish, no regrets

I'll make this the best night of your life
I'll make this the best night of your life
I'll make this the best night of your life
I'll make this the best night of your life

Lose your self-control, we can go wild
Show you what it means to feel alive
I'll make this the best night of your life
I'll make this the best night of your life

Surrender to the pleasure (wanting)
When we breath in together (waiting)
It's either now or never (for you)
This feeling will take over

No sex tapes, no camera (wanting)
Just you and me together (waiting)
Repeat it like a mantra (for you)
I'm in love, I'm in love

I'll make this the best night of your life
I'll make this the best night of your life
I'll make this the best night of your life
I'll make this the best night of your life

Lose your self-control, we can go wild
Show you what it means to feel alive
I'll make this the best night of your life
I'll make this the best night of your life"
85,veni vidi vici,http://www.lyrics.com/lyric/31799410/Madonna/Veni+Vidi+Vici,"Life was so crazy
You've been through a lot
I tell you stories some times you know

Seemed like yesterday, I was a baby on the street
I took a holiday, I was steppin to the beat
I had to pay my rent, on the lower east side
I threw my tag around, let B-boys take me for a ride
I started writing songs, I kinda got into the groove
They tried to criticize, my every single move
But then I realized, I had nothing left to lose
It took me by surprise, when I became the news

I was fearless, like a renegade
I had a feeling, that I can't explain
I didn't listen, to what people said
I came I saw I conquered
I was constant, as a northern star
I had a fire, burning in my heart
I never gave up, fighting in the dark

I came I saw I conquered
I came I saw I conquered
I came I saw I conquered

(Talk to 'em)
I expressed myself, came like a virgin down the aisle
Exposed my naked ass, and I did it with a smile
And when it came to sex, I knew I walked the borderline
And when I struck a pose, all the gay boys lost their mind
I justified my love, I made you say your little prayer
Had me crucified, you know I had to take it there
I opened up my heart, I learned the power of good-bye
I saw a ray of light, music saved my life

I was fearless, like a renegade
I had a feeling, that I can't explain
I didn't listen, to what people said
I came I saw I conquered
I was constant, as a northern star
I had a fire, burning in my heart
I never gave up, fighting in the dark
I came I saw I conquered
I came I saw I conquered
I came I saw I conquered

In 1994, I came through the door
With that born beats versus scratches
Verbally murdered rappers
My mom's from the Carolina's, pops from Natchez
And QB's where I started flowing
But I was scared the cops was gonna kick my apartment door in
Had a baby girl by a crazy girl then I got married
Heavily accosted, that ended in a bad divorce
And I know how to pick 'em, don't I?
Never gave a f*ck about public pressure
Or the ridicule of two 
Now who's the fool?
And I ain't never been happier, no lie
I'm just you humble servant, I'm Nas
If y'all burn down Ferguson I'ma riot
My life cannot be compared to anybpdy
And trapster, and rappers
Any politicians, beauticians, a musician
Anybody, so I'm anybodies
Many coffins, heads or tails
Penny tosses, we either dead or in jail
Not many options on the block I came from
And I turned to a rap messaiah, spit rapid fire
And I roll right back to the block I came from

I was fearless, like a renegade
I had a feeling, that I can't explain
I didn't listen, to what people said
I came I saw I conquered
I was constant, as a northern star
I had a fire, burning in my heart
I never gave up, fighting in the dark
I came I saw I conquered
I came I saw I conquered
I came I saw I conquered

I conquered
I conquered
I conquered"
86,s.e.x.,http://www.lyrics.com/lyric/31799409/Madonna/S.E.X.,"Sex, what do you know about sex
Tell me what you know about sex
Sex, what do you know about sex

Oh my god, you're so hot
Hold my head, let me get on top
Oh my god, soaking wet
Back and forth 'til we break the bed

When you read my mind, get down and discover me
I'm an open book, let you come inside of me
Wanna put my hands around your neck
Gonna take you to a place that you will not forget

Sex, what do you know about sex
Tell me what you know about sex
Sex, what do you know about sex

Oh my god, you're so hot
Hold my head, let me get on top
Oh my god, soaking wet
Back and forth 'til we break the bed

You got a bad attitude
I like to grab it on you
And when I let you put it on me
You better give me what I want baby

Oh my god, let me clean your room, I can be your nurse
Got the antidote, please show me where it hurts
Can you be my father, tell me what to do
You can punish me and maybe I will punish you

Sex, what do you know about sex
Tell me what you know about sex
Sex, what do you know about sex

Oh my god, you're so hot
Hold my head, let me get on top
Oh my god, soaking wet
Back and forth 'til we break the bed

You got a bad attitude
I like to grab it on you
And when I let you put it on me
You better give me what I want baby
Oh my God

There's no shame in feeling
As long as it feels right (Oh my god)
Our love this is natural
There's nothing wrong with, nothing wrong with that

Sex, what do you know about sex
Tell me what you know about sex
Sex, what do you know about sex

Oh my god, you're so hot
Hold my head, let me get on top
Oh my god, soaking wet
Back and forth 'til we break the bed

You got a bad attitude
I like to grab it on you
And when I let you put it on me
You better give me what I want baby
Oh my god

What do you know about sex
Tell me what you know about sex"
87,messiah,http://www.lyrics.com/lyric/36093334/Madonna/Messiah,"I am the promise
That you cannot keep
Reap what you sow
Find what you seek

I am the sorceress
Down in the deep
I am the earth
Under your feet

I am the moon with no light of my own
You are the sun guarding your throne
I heard the angels whisper to me
Look for the signs
He is the one

I'll light a candle here in the dark
Making my way to your heart
I'll cast a spell that you can't undo
Till you wake up and you find that you love me too
Till you wake up and you find that you love me too

I'll be the bride that is married to life
You are the day, I am the night
Leave you a blanket of silver and gold
I'll keep you warm, do as I'm told

I need your strength, it will keep me from harm
I'll be your queen, safe in your arms
Don't want to get to the end of my days
Saying I wasn't amazed

I'll light a candle here in the dark
Making my way to your heart
I'll cast a spell that you can't undo
Till you wake up and find

I'll light a candle here in the dark
Making my way to your heart
I'll cast a spell that you can't undo
Till you wake up and you find that you love too
Till you wake up and you find that you love too
Till you wake up and you find that you love too"
88,beautiful scars,http://www.lyrics.com/lyric/36093353/Madonna/Beautiful+Scars,"Just take me with all my stupid flaws
Changing me's like shooting in the dark
Patience please, I'll never be as perfect as you want me to
Believe me I want it just as bad
Forgive me, wish I could change the past
Take it 'cause I'll never be as perfect as you want

I think you're confusing me with somebody else
I won't apologize for being myself

Take me with all of my beautiful scars
I love you the way that you are
I come to you with all my flaws
With all my beautiful scars

I love you the way that you are
With all my beautiful scars

Don't judge me, just gotta let me be
Accept me, although I'm incomplete
My imperfections make me unique that's my belief

I think you're confusing me with somebody else
I won't apologize for being myself

Take me with all of my beautiful scars
I love you the way that you are
I come to you with all my flaws
With all my beautiful scars
I love you the way that you are
With all my beautiful scars

Never say never
Anything is possible
Always been a rebel
Overcoming obstacles
I can't give you perfect
But I can give you forever, oh ohoh

Take me with all of my beautiful scars
I love you the way that you are
I come to you with all my flaws
With all my beautiful scars
I love you the way that you are

With all my beautiful scars
With all my beautiful scars"
89,addicted,http://www.lyrics.com/lyric/36093355/Madonna/Addicted,"I'm under your spell
Pulled me in, took me down with your poisonous touch
You brought me to hell
Watch me burn with a fever that I love so much
You're watching me crawl
You get your kicks, take your fist
Put it right through the wall
The drug that I crave
You're so clever, you're the devil
Watch you slither away

See I don't know what it is
But I'm attracted to the dark
And it was easy to predict
You were gonna be the one who broke my heart
You were gonna be the one who tore it apart
Make me fall down on my knees and start to pray
You were gonna be the one that got away

Your truth is a lie
Bitter fruit, bitter sweet
But oh so divine
Now that I've had a taste
Like a moth to a flame, I'm addicted to pain

See I don't know what it is
But I'm attracted to the dark
And it was easy to predict
You were gonna be the one who broke my heart
You were gonna be the one who tore it apart
Make me fall down on my knees and start to pray
You were gonna be the one that got away

I'm addicted
I'm, I'm addicted
I'm addicted, I'm, I'm addicted
I'm addicted, I'm, I'm addicted to the one that got away

See I don't know what it is
But I'm attracted to the dark
And it was easy to predict
You were gonna be the one who broke my heart

See I don't know what it is
But I'm attracted to the dark
And it was easy to predict
You were gonna be the one who broke my heart
You were gonna be the one who tore it apart
Make me fall down on my knees and start to pray
You were gonna be the one that got away"
90,best night ,http://www.lyrics.com/lyric/31735240/Madonna/Best+Night+%5B%2A%5D,"You can call me M tonight
You can be my man tonight
It's gonna be like this, that's right
Give you love that you'll never forget

The city is our playground tonight
We're gonna be like gangsters tonight
We don't give a damn if it's wrong or right
Lighten up, we won't have no regrets

I'll make this the best night of your life
I'll make this the best night of your life
I'll make this the best night of your life
I'll make this the best night of your life

Lose your self-control, we can go wild
Show you what it means to feel alive
I'll make this the best night of your life
I'll make this the best night of your life

We don't have to speak that much
I hear you when I feel your touch
Whisper in my ears, make me blush
Feel the chill as we kiss, don't forget

All you had as dreams, don't hold back
All the fantasies you ever had
Just do what you like, go ahead
Close your eyes, make a wish, no regrets

I'll make this the best night of your life
I'll make this the best night of your life
I'll make this the best night of your life
I'll make this the best night of your life

Lose your self-control, we can go wild
Show you what it means to feel alive
I'll make this the best night of your life
I'll make this the best night of your life

Surrender to the pleasure (wanting)
When we breath in together (waiting)
It's either now or never (for you)
This feeling will take over

No sex tapes, no camera (wanting)
Just you and me together (waiting)
Repeat it like a mantra (for you)
I'm in love, I'm in love

I'll make this the best night of your life
I'll make this the best night of your life
I'll make this the best night of your life
I'll make this the best night of your life

Lose your self-control, we can go wild
Show you what it means to feel alive
I'll make this the best night of your life
I'll make this the best night of your life"
91,veni vidi vici ,http://www.lyrics.com/lyric/31735239/Madonna/Veni+Vidi+Vici+%5B%2A%5D,"Life was so crazy
You've been through a lot
I tell you stories some times you know

Seemed like yesterday, I was a baby on the street
I took a holiday, I was steppin to the beat
I had to pay my rent, on the lower east side
I threw my tag around, let B-boys take me for a ride
I started writing songs, I kinda got into the groove
They tried to criticize, my every single move
But then I realized, I had nothing left to lose
It took me by surprise, when I became the news

I was fearless, like a renegade
I had a feeling, that I can't explain
I didn't listen, to what people said
I came I saw I conquered
I was constant, as a northern star
I had a fire, burning in my heart
I never gave up, fighting in the dark

I came I saw I conquered
I came I saw I conquered
I came I saw I conquered

(Talk to 'em)
I expressed myself, came like a virgin down the aisle
Exposed my naked ass, and I did it with a smile
And when it came to sex, I knew I walked the borderline
And when I struck a pose, all the gay boys lost their mind
I justified my love, I made you say your little prayer
Had me crucified, you know I had to take it there
I opened up my heart, I learned the power of good-bye
I saw a ray of light, music saved my life

I was fearless, like a renegade
I had a feeling, that I can't explain
I didn't listen, to what people said
I came I saw I conquered
I was constant, as a northern star
I had a fire, burning in my heart
I never gave up, fighting in the dark
I came I saw I conquered
I came I saw I conquered
I came I saw I conquered

In 1994, I came through the door
With that born beats versus scratches
Verbally murdered rappers
My mom's from the Carolina's, pops from Natchez
And QB's where I started flowing
But I was scared the cops was gonna kick my apartment door in
Had a baby girl by a crazy girl then I got married
Heavily accosted, that ended in a bad divorce
And I know how to pick 'em, don't I?
Never gave a f*ck about public pressure
Or the ridicule of two 
Now who's the fool?
And I ain't never been happier, no lie
I'm just you humble servant, I'm Nas
If y'all burn down Ferguson I'ma riot
My life cannot be compared to anybpdy
And trapster, and rappers
Any politicians, beauticians, a musician
Anybody, so I'm anybodies
Many coffins, heads or tails
Penny tosses, we either dead or in jail
Not many options on the block I came from
And I turned to a rap messaiah, spit rapid fire
And I roll right back to the block I came from

I was fearless, like a renegade
I had a feeling, that I can't explain
I didn't listen, to what people said
I came I saw I conquered
I was constant, as a northern star
I had a fire, burning in my heart
I never gave up, fighting in the dark
I came I saw I conquered
I came I saw I conquered
I came I saw I conquered

I conquered
I conquered
I conquered"
92,s.e.x. ,http://www.lyrics.com/lyric/31735238/Madonna/S.E.X.+%5B%2A%5D,"Sex, what do you know about sex
Tell me what you know about sex
Sex, what do you know about sex

Oh my god, you're so hot
Hold my head, let me get on top
Oh my god, soaking wet
Back and forth 'til we break the bed

When you read my mind, get down and discover me
I'm an open book, let you come inside of me
Wanna put my hands around your neck
Gonna take you to a place that you will not forget

Sex, what do you know about sex
Tell me what you know about sex
Sex, what do you know about sex

Oh my god, you're so hot
Hold my head, let me get on top
Oh my god, soaking wet
Back and forth 'til we break the bed

You got a bad attitude
I like to grab it on you
And when I let you put it on me
You better give me what I want baby

Oh my god, let me clean your room, I can be your nurse
Got the antidote, please show me where it hurts
Can you be my father, tell me what to do
You can punish me and maybe I will punish you

Sex, what do you know about sex
Tell me what you know about sex
Sex, what do you know about sex

Oh my god, you're so hot
Hold my head, let me get on top
Oh my god, soaking wet
Back and forth 'til we break the bed

You got a bad attitude
I like to grab it on you
And when I let you put it on me
You better give me what I want baby
Oh my God

There's no shame in feeling
As long as it feels right (Oh my god)
Our love this is natural
There's nothing wrong with, nothing wrong with that

Sex, what do you know about sex
Tell me what you know about sex
Sex, what do you know about sex

Oh my god, you're so hot
Hold my head, let me get on top
Oh my god, soaking wet
Back and forth 'til we break the bed

You got a bad attitude
I like to grab it on you
And when I let you put it on me
You better give me what I want baby
Oh my god

What do you know about sex
Tell me what you know about sex"
93,messiah ,http://www.lyrics.com/lyric/31735237/Madonna/Messiah+%5B%2A%5D,"I am the promise
That you cannot keep
Reap what you sow
Find what you seek

I am the sorceress
Down in the deep
I am the earth
Under your feet

I am the moon with no light of my own
You are the sun guarding your throne
I heard the angels whisper to me
Look for the signs
He is the one

I'll light a candle here in the dark
Making my way to your heart
I'll cast a spell that you can't undo
Till you wake up and you find that you love me too
Till you wake up and you find that you love me too

I'll be the bride that is married to life
You are the day, I am the night
Leave you a blanket of silver and gold
I'll keep you warm, do as I'm told

I need your strength, it will keep me from harm
I'll be your queen, safe in your arms
Don't want to get to the end of my days
Saying I wasn't amazed

I'll light a candle here in the dark
Making my way to your heart
I'll cast a spell that you can't undo
Till you wake up and find

I'll light a candle here in the dark
Making my way to your heart
I'll cast a spell that you can't undo
Till you wake up and you find that you love too
Till you wake up and you find that you love too
Till you wake up and you find that you love too"
94,rebel heart ,http://www.lyrics.com/lyric/31735236/Madonna/Rebel+Heart+%5B%2A%5D,"I live my life like a masochist
Hearing my father say ""told you so, told you so""
Why can't you be like the other girls
I said, oh no, that's not me
And I don't think that it'll ever me
Thought I'd belong to a different tribe
Walking alone, never satisfied, satisfied
Tried to fit in, but it wasn't me
I said, oh no, I don't want it more
That's not what I'm looking for

So I took the road-less
And I barely made it out alive
Through the darkness somehow I survived
Deep down in the dust of my rebel heart

I've spent some time as a narcissist
Hearing the others say look at you, look at you
Trying to be so provocative
I said oh yeah, that was me
All of the things I did, just to be seen"
95,borrowed time,http://www.lyrics.com/lyric/31756552/Madonna/Borrowed+Time,"Do we need to start a war
Do we need to take a side
If we open up our eyes
Realize that we are dying
Is it all worth fighting for
It all comes down to

Who's wrong or right
Who's black or white
It doesn't matter what you're bleeding for
Straight or bi or
God almighty
Doesn't matter underneath it all

'Cause we're only here to love
Like there's no tomorrow
So let's live each moment like our time is only borrowed

Do we need to build a bomb
Do we need to fire a gun
If you have to stand your ground
It's a war that can't be won
Is it all worth dying for
It all comes down to

Who's rich or poor
Virgin or whore
It doesn't matter what you're praying for
Death or life
You're truth almighty
Doesn't matter underneath it all

'Cause we're only here to love
Like there's no tomorrow
So let's live each moment like our time is only borrowed

It all comes down to
Who's rich or poor
Virgin or whore
It doesn't matter what you're praying for
Death or life
You're truth almighty
Doesn't matter underneath it all

'Cause we're only here to love
Like there's no tomorrow
So let's live each moment like our time is only borrowed"
96,graffiti heart,http://www.lyrics.com/lyric/31756550/Madonna/Graffiti+Heart,"If graffiti on the wall changed anything at all
Then it would be illegal
If scars could go away
What would your body say
Don't ever hide your feelings

Ohh don't ever try to take my freedom
Ohh your imperfections, this world needs them

What do you got, show me your Basquiat
He didn't keep it all to himself
Even with Keith out on the street, he died fighting
So you can do it as well

Love is paint and paint is art
Show me your graffiti heart
Love is paint and paint is art
Show me your graffiti heart

Whoa whoa whoa whoa
Whoa whoa whoa whoa, yeah
Whoa whoa whoa whoa
Whoa whoa whoa whoa, yeah

Frida showed her feelings
Painting from the ceiling
Back in the beginning
Nothing's what it seems
She painted all her dreams
She made her own reality

Ohh don't ever try to take my freedom
Ohh your imperfections, this world needs them

What do you got, show me your Basquiat
He didn't keep it all to himself
Even with Keith out on the street, he died fighting
So you can do it as well

Love is paint and paint is art
Show me your graffiti heart
Love is paint and paint is art
Show me your graffiti heart

Whoa whoa whoa whoa
Whoa whoa whoa whoa, yeah
Whoa whoa whoa whoa
Whoa whoa whoa whoa, yeah

They can break down and take down
But they can't destroy our history
This wall, it must fall
To make room for our masterpiece

Love is paint and paint is art
Show me your graffiti heart
Love is paint and paint is art
Show me your graffiti heart

Whoa whoa whoa whoa
Whoa whoa whoa whoa, yeah
Whoa whoa whoa whoa
Whoa whoa whoa whoa, yeah

If graffiti on the wall changed anything at all
Then it would be illegal"
97,living for love ,http://www.lyrics.com/lyric/31756549/Madonna/Living+for+Love+%5BPaulo+%26+Jackinsky+Full+Vocal+Mix%5D,"First you love me and I let you in
Made me feel like I was born again
You empowered me, you made me strong
Built me up and I can do no wrong

I let down my guard, I fell into your arms
Forgot who I was, I didn't hear the alarms
Now I'm down on my knees, alone in the dark
I was blind to your game
You fired a shot in my heart

Took me to heaven and let me fall down
Now that it's over I'm gonna carry on
Lifted me up, and watched me stumble
After the heartache I'm gonna carry on

Living for love
Living for love
I'm not giving up
I'm gonna carry on
Living for love
I'm living for love
Not gonna stop
Love's gonna lift me up

(Love, lift me up)
Love's gonna lift me up
(Love, lift me up)
Love's gonna lift me up

I could get caught up in bitterness
But I'm not dwelling on this crazy mess
I found freedom in the ugly truth
I deserve the best and it's not you

You've broken my heart, but you can't bring it down
I've fallen apart, I was lost, now I'm found
I picked up my crown, put it back on my head
I can forgive, but I will never forget

Took me to heaven and let me fall down
Now that it's over I'm gonna carry on
Lifted me up and watched me stumble
After the heartache I'm gonna carry on

Living for love
I'm living for love
I'm not giving up
I'm gonna carry on
Living for love
I'm living for love
Not gonna stop
Love's gonna lift me up

(Love, lift me up)
Love's gonna lift me up
(Love, lift me up)
Love's gonna lift me up

Love's gonna lift me up

Love, love lift me
Love, love lift me
God forgive me
I'm gonna carry on
Love, love lift me
Love, love lift me
God forgive me
Love's gonna lift me up
Love, love lift me
Love, love lift me
God forgive me
Love's gonna lift me up
Up, up, up
Don't leave me out, out, out
Love's gonna lift me up

Living for love
Living for love
I'm not giving up
I'm gonna carry on
Living for love
I'm living for love
Not gonna stop
Love's gonna lift me up

Come on, come on, come on
I need you to
Lift me up up up
Come on
Lift me up lord"
98,santa baby,http://www.lyrics.com/lyric/33082488/Madonna/Santa+Baby,"Santa baby, slip a sable under the tree, for me
I've been an awful good girl
Santa baby, and hurry down the chimney tonight

Santa baby, an out-of-space convertible too, light blue
I'll wait up for you dear
Santa baby, and hurry down the chimney tonight

Think of all the fun I've missed
Think of all the fellas that I haven't kissed
Next year I could be oh so good
If you'd check off my Christmas list
Boo doo bee doo

Santa honey, I wanna yacht and really that's
Not a lot
I've been an angel all year
Santa baby, and hurry down the chimney tonight

Santa cutie, there's one thing I really do need, the deed
To a platinum mine
Santa cutie, and hurry down the chimney tonight

Santa baby, I'm filling my stocking with a duplex, and checks
Sign your 'X' on the line
Santa baby, and hurry down the chimney tonight

Come and trim my Christmas tree
With some decorations bought at Tiffany's
I really do believe in you
Let's see if you believe in me
Boo doo bee doo

Santa baby, forgot to mention one little thing, a ring
I don't mean a phone
Santa baby, and hurry down the chimney tonight

Hurry down the chimney tonight
Hurry down the chimney tonight"
99,girl gone wild,http://www.lyrics.com/lyric/28777646/Madonna/Girl+Gone+Wild,"Oh, my God, I am heartily sorry for having offended Thee
And I detest all my sins
Because I dread the loss of heaven, and the pains of hell
But most of all because I love Thee,
And I want so badly to be good

It's so hypnotic
The way he pulls on me
It's like the force of gravity
Right up under my feet
It's so erotic
This feeling can't be beat
It's coursing through my whole body
Feel the heat

I got that burnin' hot desi-i-i-re
And no one can put out my fi-i-i-re
It's coming right down through the wi-i-i-re
Here it comes
When I hear them eight o eight drums
It's got me singing

Hey, ey, ey, ey
Like a girl gone wild
A good girl gone wild
I'm like, hey, ey, ey, ey
Like a girl gone wild
A good girl gone wild

Girls they just wanna have some fun
Get fired up like smokin' gun
On the floor til the daylight comes
Girls they just wanna have some fun

A girl gone wild
A good girl gone wild
I'm like a girl gone wild
A good girl gone wild

The room is spinning
It must be the tanqueray
I'm about to go astray
My inhibition's gone away
I feel like sinning
You got me in the zone
DJ play my favorite song
Turn me on

I got that burnin' hot desi-i-i-re
And no one can put out my fi-i-i-re
It's coming right down through the wi-i-i-re
Here it comes
When I hear them 808 drums
It's got me singing

Hey, ey, ey, ey
Like a girl gone wild
A good girl gone wild
I'm like, hey, ey, ey, ey
Like a girl gone wild
A good girl gone wild

Girls they just wanna have some fun
Get fired up like smokin' gun
On the floor til the daylight comes
Girls they just wanna have some fun

I know, I know, I know
I shouldn't act this way
I know, I know, I know
Good girls don't misbehave
Misbehave
But i'm a bad girl, anyway
Forgive me

Hey, ey, ey, ey
Like a girl gone wild
A good girl gone wild
I'm like, hey, ey, ey, ey
Like a girl gone wild
A good girl gone wild

Girls they just wanna have some fun
Get fired up like smokin' gun
On the floor til the daylight comes
Girls they just wanna have some fun

A girl gone wild
A good girl gone wild
I'm like a girl gone wild
A good girl gone wild"
100,me against the music,http://www.lyrics.com/lyric/28903996/Madonna/Me+Against+the+Music,"All the people in the crowd
Grab a partner, take it down
It's just me against the music, its just me and me, yeah come on

Hey Britney, are you ready, uh-huh, are you?

When no one cares
It's whipping my hair
It's pulling my waist
To hell with stares
The sweat is dripping all over my face
And no one's there
I'm the only one dancing up in this place
Tonight I'm here
To the beat of the drum, gotta give it that bass

I want to get stupid
Trying to take my music
It's like a competition
Me against the beat
I want to get in the zone
I want to get in the zone

If you really want to party
Send my love and get ya
Really to hit, you could die
In a minute, I'ma take-a ya on, I'ma take-a ya on
(Hey hey hey)

All my people on the floor let me see you dance
All my people up for more let me see you dance
All my people, 'round and 'round let me see you dance
All my people in the crowd, let me see you dance
(Wont you let me got to show just take on the zone)
Let's take on the zone, lets take on the zone
(If you really want to battle)
(It's you and me baby and the music turns our body all night long)
All night long

(We're almost there)
I'm feeling it bad and I can't explain
My soul is there
My hips all moving at a rapid pace
Can you feel it burn
From the tip of my toes, running through my veins
And now's your turn
Let me see what ya got, don't hesitate

I want to get stupid
Trying to take my music
It's like a competition
Me against the beat
I want to get in the zone
I want to get in the zone

If you really want to party
Settle up and get your rhythm
Try to hit, you could die
In a minute, I'ma take-a ya on, I'ma take-a ya on
Hey, hey, hey (here we go)

All my people on the floor let me see you dance
All my people up for more let me see you dance
All my people, 'round and 'round let me see you dance
All my people in the crowd, let me see you dance
I wanna see you

Get on the floor
Baby, lose control
Just work your body
And let it go
If you want to party
Just grab somebody
And baby we can dance all night

Hey Britney, you say you wanna lose control
Come over here I got something to show you
Sexy lady, I'd rather see you bare your soul
If you think you're so hot
Better show me what you got

All my people in the crowd
Let me see you dance
Come on Britney lose control
Watch me take it down

Get on the floor
Baby, lose control
Just work your body
And let it go
If you want to party
Just grab somebody
Hey baby we can dance all night

All my people on the floor let me see you dance
All my people up for more let me see you dance
All my people, 'round and 'round let me see you dance
All my people in the crowd, let me see you dance
I wanna see you

All my people in the crowd,
Let me see you dance
Come on Britney take it down
Make the music dance
All my people 'round and 'round
Party all night long
Come on Britney lose control
Watch you take it down"
101,me against the music ,http://www.lyrics.com/lyric/28903984/Madonna/Me+Against+the+Music+%5BRishi+Rich%27s+Desi+Kulcha+Remix%5D,"[Intro]
All the people in the crowd
Grab a partner, take it down
It's just me, its just me against the music, yeah

[Verse]
It's whipping my hair
It's pulling my waist
The sweat is dripping all over my face
I'm the only one dancing up in this place
To the beat of the drum, gotta give it that bass

[Rap]
I want to get stupid
Trying to take my music
It's like a competition
Where's the beat
I want to get in the zone
I want to get in the zone

If you really want to party
send my love and get ya
really to hit, you could die
In a minute, i'mma take-a ya on, imma take-a ya on
Come on, yeah,

[Chorus]
All my people on the floor let me see you dance (hey)
All my people up for more let me see you dance (hey)
All my people, round and round let me see you dance (hey)
All my people in the crowd, let me see you dance (hey)

(Won't you let me got to show just take on the zone) Let's take on the zone, lets take on the zone (If you really want to battle)
(It's you and me baby and the music turns our body all night long) all night long

(We're almost there)
I'm feeling it bad and I can't explain
My hips all moving at a rapid pace(feel it burn)
From the tip of my toes, running through my veins(and nows your turn)
Let me see what ya got, don't hesitate

[Rap]
I want to get stupid
Trying to take my music
It's like a competition
Where's the beat
I want to get in the zone
I want to get in the zone

If you really want to party
set it up 'cause ya really
Try to hit, you could die
In a minute, imma take-a ya on, imma take-a ya on
Hey, hey, hey (here we go)

[Chorus]
All my people on the floor let me see you dance (hey)
All my people up for more let me see you dance (hey)
All my people, round and round let me see you dance (hey)
All my people in the crowd, let me see you dance (hey)

[Bridge]
Get on the floor
Baby, lose control
Just work your body
And let it go
If you want to party
Just grab somebody
And baby we can dance all night

M-A-G-N-E-T MAD!
Take a drop and rock it!
All my people in the crowd
Grab a partner, take it down
All my people
All my people
Grab a partner, take it down

Get on the floor
Baby, lose control
Just work your body
And let it go
If you want to party
Just grab somebody
hey baby we can dance all night (dance all night)

All my people on the floor let me see you dance (hey)
All my people up for more let me see you dance (hey)
All my people, round and round let me see you dance (hey)
All my people in the crowd let me see you dance (hey)
All my people in the crowd, grab a partner take it down
All my people
All my people
Grab a partner, take it down"
